split,class,filename,image_id,orig_filename,location,seq_id,timestamp,month,season,bbox,has_bbox,box_source,checksum
test,bobcat,bobcat/bobcat_0018.jpg,59af9728-23d2-11e8-a6a3-ec086b02610b,59af9728-23d2-11e8-a6a3-ec086b02610b.jpg,14,7018eefa-5567-11e8-8253-dca9047ef277,2013-09-09 01:00:16,2013-09,autumn,348;116;36;84,True,gt,b725672707d940713bc33050cd30f78e71b6278cde93999d94ccbc174c3a3627
train,bobcat,bobcat/bobcat_0019.jpg,59cf47f3-23d2-11e8-a6a3-ec086b02610b,59cf47f3-23d2-11e8-a6a3-ec086b02610b.jpg,16,70192f3a-5567-11e8-9ed0-dca9047ef277,2013-08-16 03:50:30,2013-08,summer,170;192;180;88,True,gt,78fd96a15099179141c2d76e36f98035d2f594e3d9da5a1745d8155eeb7e9544
train,bobcat,bobcat/bobcat_0020.jpg,59f46368-23d2-11e8-a6a3-ec086b02610b,59f46368-23d2-11e8-a6a3-ec086b02610b.jpg,18,6f06b36b-5567-11e8-9f92-dca9047ef277,2012-02-21 20:36:12,2012-02,winter,143;208;39;22,True,gt,0d72a5f12f0df847cb351cbf45a0e364c4a8969fb79ea82f14115cc888507351
train,bobcat,bobcat/bobcat_0021.jpg,599fbe54-23d2-11e8-a6a3-ec086b02610b,599fbe54-23d2-11e8-a6a3-ec086b02610b.jpg,19,701eaa0a-5567-11e8-b0db-dca9047ef277,2014-03-17 21:55:29,2014-03,spring,330;7;53;125,True,gt,b923d85daea4df7526e42a5fed125112ac88f5219d138b9adbad1c0a4c399c05
train,bobcat,bobcat/bobcat_0022.jpg,59df5baa-23d2-11e8-a6a3-ec086b02610b,59df5baa-23d2-11e8-a6a3-ec086b02610b.jpg,2,7015504a-5567-11e8-9687-dca9047ef277,2013-08-28 04:27:19,2013-08,summer,44;156;45;24,True,gt,fb1a26d9977049c70a9ab1875b6e36c77b78cd5d20e688b04f6b637500646ce0
val,bobcat,bobcat/bobcat_0023.jpg,598307a7-23d2-11e8-a6a3-ec086b02610b,598307a7-23d2-11e8-a6a3-ec086b02610b.jpg,21,701d21a8-5567-11e8-b6de-dca9047ef277,2015-05-14 22:58:34,2015-05,spring,0;186;124;94,True,gt,0eb749f682702b567a5c3e1f7dcbb6736b24437200900b65e23e500b6d30f74f
train,bobcat,bobcat/bobcat_0024.jpg,59910352-23d2-11e8-a6a3-ec086b02610b,59910352-23d2-11e8-a6a3-ec086b02610b.jpg,23,6fdea47a-5567-11e8-bc0b-dca9047ef277,2013-10-12 21:02:58,2013-10,autumn,,False,none,f8629180fdca0de84d9ed2843d6c56bf446cb5543419a137bf39ed153ba0282b
test,bobcat,bobcat/bobcat_0025.jpg,5a27d7e9-23d2-11e8-a6a3-ec086b02610b,5a27d7e9-23d2-11e8-a6a3-ec086b02610b.jpg,24,6f0a595e-5567-11e8-915b-dca9047ef277,2011-07-12 03:38:15,2011-07,summer,363;100;15;37,True,gt,7744d7fca37b329ba3a30ff1c9be3b6d8e7b761cd0a2c3bfad5723e36bfd0bde
val,bobcat,bobcat/bobcat_0026.jpg,59d0e4eb-23d2-11e8-a6a3-ec086b02610b,59d0e4eb-23d2-11e8-a6a3-ec086b02610b.jpg,26,6f28542b-5567-11e8-a8bf-dca9047ef277,2013-11-08 23:25:19,2013-11,autumn,242;7;141;196,True,yolo,09cc28b22f20c6260adfbdd469a584dea5c579988b895fba38db6a4abb2e1b15
train,bobcat,bobcat/bobcat_0027.jpg,5a16412c-23d2-11e8-a6a3-ec086b02610b,5a16412c-23d2-11e8-a6a3-ec086b02610b.jpg,28,6f125da1-5567-11e8-be64-dca9047ef277,2011-04-16 06:32:24,2011-04,spring,149;238;69;42,True,gt,9d23866d0c97daaa25b29407dff65cefef099246d0d3f3855c49c55b3bac5b5d
train,bobcat,bobcat/bobcat_0028.jpg,59bfddd4-23d2-11e8-a6a3-ec086b02610b,59bfddd4-23d2-11e8-a6a3-ec086b02610b.jpg,32,70111bba-5567-11e8-bd2d-dca9047ef277,2014-01-27 03:50:19,2014-01,winter,9;68;25;53,True,gt,10ffd389b3625f497798160a551210aa67346bfb450fb8ded062e46f4b25f164
train,bobcat,bobcat/bobcat_0029.jpg,59f5ff15-23d2-11e8-a6a3-ec086b02610b,59f5ff15-23d2-11e8-a6a3-ec086b02610b.jpg,33,6f096738-5567-11e8-ad78-dca9047ef277,2011-12-17 06:24:14,2011-12,winter,17;136;36;128,True,gt,a7b828b66d9e7aeb43ec6dce329a5d8823033753f435b5cff6081aebd9930803
val,bobcat,bobcat/bobcat_0030.jpg,59ddc0a5-23d2-11e8-a6a3-ec086b02610b,59ddc0a5-23d2-11e8-a6a3-ec086b02610b.jpg,37,70181b75-5567-11e8-a783-dca9047ef277,2014-05-13 22:55:10,2014-05,spring,6;6;364;252,True,gt,80948cd11d4f2980c012102d2b16eee97d5d87c71cadb0ff0d72a9f9bef65f25
val,bobcat,bobcat/bobcat_0031.jpg,59b48469-23d2-11e8-a6a3-ec086b02610b,59b48469-23d2-11e8-a6a3-ec086b02610b.jpg,38,6f055382-5567-11e8-8f64-dca9047ef277,2012-06-07 19:04:19,2012-06,summer,161;132;93;62,True,gt,3dc60a6096b402b733c78111d691594947a2fff1ed87e5b4bc40a39b62c430ee
test,bobcat,bobcat/bobcat_0032.jpg,59f947d1-23d2-11e8-a6a3-ec086b02610b,59f947d1-23d2-11e8-a6a3-ec086b02610b.jpg,39,701eca47-5567-11e8-9453-dca9047ef277,2014-03-31 19:38:39,2014-03,spring,131;93;238;187,True,gt,15aa4bc5cff6da6129ff9e52d501acc6410ec24a5f10fd5ed6b2b33def2aaa48
train,bobcat,bobcat/bobcat_0033.jpg,59b12e74-23d2-11e8-a6a3-ec086b02610b,59b12e74-23d2-11e8-a6a3-ec086b02610b.jpg,40,6f0624c5-5567-11e8-a1b1-dca9047ef277,2011-11-25 06:34:47,2011-11,autumn,193;172;113;108,True,gt,8cd28bcde86ab3050f9ddea376fcfda3206c1b8400a14b4d4e77d4d59c9badc0
val,bobcat,bobcat/bobcat_0034.jpg,599d7d93-23d2-11e8-a6a3-ec086b02610b,599d7d93-23d2-11e8-a6a3-ec086b02610b.jpg,41,70114b9e-5567-11e8-a323-dca9047ef277,2012-09-10 21:21:48,2012-09,autumn,153;182;84;97,True,gt,ae4d52d839ebe99adf3f01a8040c48c1900572a1d43863407a8fdbe3b8bf18c3
train,bobcat,bobcat/bobcat_0035.jpg,59aadcd2-23d2-11e8-a6a3-ec086b02610b,59aadcd2-23d2-11e8-a6a3-ec086b02610b.jpg,46,6f166adc-5567-11e8-9d9a-dca9047ef277,2011-05-07 03:06:57,2011-05,spring,245;155;54;37,True,gt,c12e04cdbbd9d11471f8b6b8bd7c1c0b8e4c6a7fc597b4f2ff651e0a8f465f86
train,bobcat,bobcat/bobcat_0036.jpg,59b130e0-23d2-11e8-a6a3-ec086b02610b,59b130e0-23d2-11e8-a6a3-ec086b02610b.jpg,5,6f191821-5567-11e8-b960-dca9047ef277,2011-06-05 21:05:45,2011-06,summer,187;184;83;40,True,gt,3655570ce62912e29195d3e7dfb7cf4153b661b4412b3a523c2c26b30e2e1e77
val,bobcat,bobcat/bobcat_0037.jpg,5a27db8f-23d2-11e8-a6a3-ec086b02610b,5a27db8f-23d2-11e8-a6a3-ec086b02610b.jpg,51,6f1c7bc0-5567-11e8-a8f3-dca9047ef277,2011-07-16 03:36:12,2011-07,summer,195;112;81;49,True,gt,4a1367f6a1122f2fd4423efdc32a6b19e866fe5400dc4ffb01368e526476b4b8
train,bobcat,bobcat/bobcat_0038.jpg,5a0fd21d-23d2-11e8-a6a3-ec086b02610b,5a0fd21d-23d2-11e8-a6a3-ec086b02610b.jpg,57,6f7b8ef8-5567-11e8-96a9-dca9047ef277,2013-09-15 21:08:17,2013-09,autumn,,False,none,d881aeff2b60643a5fc0f12d36a481f33b82c2985af27e720e64531d3a2c0d92
test,bobcat,bobcat/bobcat_0039.jpg,5a015e35-23d2-11e8-a6a3-ec086b02610b,5a015e35-23d2-11e8-a6a3-ec086b02610b.jpg,58,6f130a40-5567-11e8-90c2-dca9047ef277,2011-08-05 04:40:56,2011-08,summer,226;201;79;53,True,gt,5c234f22ff82fa25f2be29f71122fef2d02bd735d38ed47c737ea7f7db539604
train,bobcat,bobcat/bobcat_0040.jpg,59e2a4fd-23d2-11e8-a6a3-ec086b02610b,59e2a4fd-23d2-11e8-a6a3-ec086b02610b.jpg,59,70188aab-5567-11e8-bb3f-dca9047ef277,2014-11-06 19:02:03,2014-11,autumn,87;181;82;99,True,gt,d796918ecce1844cfbe99567190e7412422b4cdab36d535943a8cd86a27b8a80
train,bobcat,bobcat/bobcat_0041.jpg,59adfdf5-23d2-11e8-a6a3-ec086b02610b,59adfdf5-23d2-11e8-a6a3-ec086b02610b.jpg,60,6f05833d-5567-11e8-a546-dca9047ef277,2012-02-04 23:42:52,2012-02,winter,0;114;32;58,True,gt,ef66dd2459144b4c28cf0c6b6106d77608122e07e414755f81259052589396fb
test,bobcat,bobcat/bobcat_0042.jpg,5a27d886-23d2-11e8-a6a3-ec086b02610b,5a27d886-23d2-11e8-a6a3-ec086b02610b.jpg,61,701364d1-5567-11e8-9760-dca9047ef277,2013-02-11 19:00:59,2013-02,winter,2;4;249;276,True,gt,bf4f6bce54554201b6e1ccde2a468ce3988e48f5dd8368cfe03099ca1f86520f
val,bobcat,bobcat/bobcat_0043.jpg,59e5e039-23d2-11e8-a6a3-ec086b02610b,59e5e039-23d2-11e8-a6a3-ec086b02610b.jpg,63,70175cf3-5567-11e8-acc0-dca9047ef277,2013-11-27 23:12:28,2013-11,autumn,57;138;108;105,True,gt,d6f9a318239a13774b3fce611eb016ff5965fc7402a951902d0d01bfdaf4b6b1
train,bobcat,bobcat/bobcat_0044.jpg,599291cd-23d2-11e8-a6a3-ec086b02610b,599291cd-23d2-11e8-a6a3-ec086b02610b.jpg,64,6f197240-5567-11e8-bf93-dca9047ef277,2012-01-29 03:28:42,2012-01,winter,161;107;33;21,True,gt,650d1017435d57e981468513dc9b93a59d1f126210e41da60c52f644a247b515
train,bobcat,bobcat/bobcat_0045.jpg,5962927c-23d2-11e8-a6a3-ec086b02610b,5962927c-23d2-11e8-a6a3-ec086b02610b.jpg,67,701c9b73-5567-11e8-ae1d-dca9047ef277,2014-09-23 01:07:38,2014-09,autumn,310;124;61;61,True,gt,fb53f1fa004fb85e3c1fc281daca231308092e2607773047e8fd53ac6e985f2c
train,bobcat,bobcat/bobcat_0046.jpg,59531c07-23d2-11e8-a6a3-ec086b02610b,59531c07-23d2-11e8-a6a3-ec086b02610b.jpg,70,6fce81e3-5567-11e8-8c30-dca9047ef277,2013-10-29 05:43:40,2013-10,autumn,153;119;118;67,True,yolo,4484846db18236bf09afb83f5f63ac998a993a2e2846c5bda680cebb9b1905cc
test,bobcat,bobcat/bobcat_0047.jpg,595df098-23d2-11e8-a6a3-ec086b02610b,595df098-23d2-11e8-a6a3-ec086b02610b.jpg,71,70081863-5567-11e8-92e2-dca9047ef277,2013-04-12 03:28:04,2013-04,spring,165;127;63;39,True,gt,a1d7454d57dfa9e46d5ddd7b6a85562d7ef12b7640bc1ff0a517f7bd08928d80
test,bobcat,bobcat/bobcat_0048.jpg,5883e7c6-23d2-11e8-a6a3-ec086b02610b,5883e7c6-23d2-11e8-a6a3-ec086b02610b.jpg,75,6efd254a-5567-11e8-a9e2-dca9047ef277,2011-06-01 03:03:50,2011-06,summer,,False,none,e3b5732689951674263b296de69c1d4264fab3300155975c7cdc3e26db7ffd97
train,bobcat,bobcat/bobcat_0049.jpg,58ff0c7e-23d2-11e8-a6a3-ec086b02610b,58ff0c7e-23d2-11e8-a6a3-ec086b02610b.jpg,76,6f5118b0-5567-11e8-aad5-dca9047ef277,2013-10-14 22:15:31,2013-10,autumn,,False,none,5f0bfc38242443642ce68d5c1e05d1cc1803b16dc1400adba86c87f0d91f8c30
val,bobcat,bobcat/bobcat_0050.jpg,58ddd878-23d2-11e8-a6a3-ec086b02610b,58ddd878-23d2-11e8-a6a3-ec086b02610b.jpg,78,6f1be168-5567-11e8-a353-dca9047ef277,2011-11-30 04:50:18,2011-11,autumn,150;187;63;63,True,gt,55b1961bec59580e9bbfea0c0a568759ffd9a83c6d85ca7eed8250a2f538a960
train,bobcat,bobcat/bobcat_0051.jpg,587d4290-23d2-11e8-a6a3-ec086b02610b,587d4290-23d2-11e8-a6a3-ec086b02610b.jpg,81,6f10ad2b-5567-11e8-ac8d-dca9047ef277,2011-05-12 23:25:01,2011-05,spring,,False,none,ad2f3647214ebfe3cc4fbe104abb282a3dd4423d13904bba7114946f0012ebe3
val,bobcat,bobcat/bobcat_0052.jpg,5903cd35-23d2-11e8-a6a3-ec086b02610b,5903cd35-23d2-11e8-a6a3-ec086b02610b.jpg,83,701ee0d9-5567-11e8-8ab8-dca9047ef277,2014-05-22 20:42:39,2014-05,spring,0;150;220;129,True,yolo,b2689d92e6178966739c39a2ebab1dc5b5bec20f768476663ebd6db36f27373e
train,bobcat,bobcat/bobcat_0053.jpg,593a4e76-23d2-11e8-a6a3-ec086b02610b,593a4e76-23d2-11e8-a6a3-ec086b02610b.jpg,87,701aafd7-5567-11e8-89de-dca9047ef277,2013-12-18 06:08:41,2013-12,winter,218;91;164;185,True,yolo,c264337b7f8514671548fb5ab0b2f94fbeec39352ec259672944544b89840fab
train,bobcat,bobcat/bobcat_0054.jpg,593bde36-23d2-11e8-a6a3-ec086b02610b,593bde36-23d2-11e8-a6a3-ec086b02610b.jpg,90,6f0fa2e3-5567-11e8-848d-dca9047ef277,2012-02-04 06:43:42,2012-02,winter,275;113;34;55,True,gt,6389a874980479630c08ed0a98c098b6b3521f405dfa65e8d281aeece4df7a72
train,bobcat,bobcat/bobcat_0055.jpg,58fa5e4f-23d2-11e8-a6a3-ec086b02610b,58fa5e4f-23d2-11e8-a6a3-ec086b02610b.jpg,91,7019d3d7-5567-11e8-939d-dca9047ef277,2014-03-18 23:01:37,2014-03,spring,0;128;101;132,True,yolo,b4c717c4c9791350ef8d6eedba1d127c175e7e968a684ce5ad1cfb8eadef9594
train,bobcat,bobcat/bobcat_0056.jpg,58bb8966-23d2-11e8-a6a3-ec086b02610b,58bb8966-23d2-11e8-a6a3-ec086b02610b.jpg,95,6f0fcedc-5567-11e8-8f15-dca9047ef277,2011-04-23 20:52:01,2011-04,spring,,False,none,45abb69b8016b0b575718d6f299bd3e6ce3565c0a998f3fdd72ce14cc46ac562
train,bobcat,bobcat/bobcat_0057.jpg,586fddf3-23d2-11e8-a6a3-ec086b02610b,586fddf3-23d2-11e8-a6a3-ec086b02610b.jpg,96,6f93e80c-5567-11e8-9215-dca9047ef277,2013-12-25 23:20:52,2013-12,winter,37;133;97;104,True,yolo,fe1bde467dd277d57efdd2d41cc74a99b4a90f629bee67bbdd3debad00fb51fe
val,bobcat,bobcat/bobcat_0058.jpg,58af7694-23d2-11e8-a6a3-ec086b02610b,58af7694-23d2-11e8-a6a3-ec086b02610b.jpg,98,6f153b8a-5567-11e8-b9aa-dca9047ef277,2011-05-18 04:27:12,2011-05,spring,,False,none,83519e4d0f7520a231666b9e28c1281b6ad3b34ba43b25f8f529a248bd876899
train,bobcat,bobcat/bobcat_0059.jpg,59b7a7e2-23d2-11e8-a6a3-ec086b02610b,59b7a7e2-23d2-11e8-a6a3-ec086b02610b.jpg,10,701d7451-5567-11e8-bf95-dca9047ef277,2014-01-06 01:31:36,2014-01,winter,285;82;74;84,True,gt,7f85e4f17a8b257666da0c79bd9906a24a6f9eee6cacbf0dbb04904a3e76981d
train,bobcat,bobcat/bobcat_0060.jpg,591e4114-23d2-11e8-a6a3-ec086b02610b,591e4114-23d2-11e8-a6a3-ec086b02610b.jpg,100,6f1df27a-5567-11e8-a59c-dca9047ef277,2010-12-21 04:54:50,2010-12,winter,143;144;77;87,True,gt,18ba8455be01ce3380e4d003b57785338509a2f897008fd4518ebca4eb345c4e
train,bobcat,bobcat/bobcat_0061.jpg,5903cc70-23d2-11e8-a6a3-ec086b02610b,5903cc70-23d2-11e8-a6a3-ec086b02610b.jpg,101,701c3978-5567-11e8-b41e-dca9047ef277,2014-11-27 05:34:32,2014-11,autumn,121;74;106;164,True,yolo,17e8b85df552a6402706e5553a4f329a561c98f12681a0416121add6d5f27257
val,bobcat,bobcat/bobcat_0062.jpg,5888bc5d-23d2-11e8-a6a3-ec086b02610b,5888bc5d-23d2-11e8-a6a3-ec086b02610b.jpg,103,6f1acc26-5567-11e8-ae12-dca9047ef277,2011-07-26 23:55:14,2011-07,summer,,False,none,8c11d39c37ba5c01cce4dcfbde62411f07ef03a1741c5fd2c85da61b843dddf7
test,bobcat,bobcat/bobcat_0063.jpg,59452bf0-23d2-11e8-a6a3-ec086b02610b,59452bf0-23d2-11e8-a6a3-ec086b02610b.jpg,105,6f19b88f-5567-11e8-a096-dca9047ef277,2011-04-29 20:35:02,2011-04,spring,169;171;35;48,True,gt,82d0f30f9a771b15c29efa4dc78999c3d9a843e7fcfc20bf9eaee768f9b26660
test,bobcat,bobcat/bobcat_0064.jpg,58b9d5d6-23d2-11e8-a6a3-ec086b02610b,58b9d5d6-23d2-11e8-a6a3-ec086b02610b.jpg,106,6f6bc43d-5567-11e8-93d8-dca9047ef277,2013-12-25 22:14:00,2013-12,winter,102;116;52;33,True,yolo,d7564702eca52e91b0c70bb11a697e54b500cbc02d3606dcd3be7860defce92d
train,bobcat,bobcat/bobcat_0065.jpg,58f8d02b-23d2-11e8-a6a3-ec086b02610b,58f8d02b-23d2-11e8-a6a3-ec086b02610b.jpg,107,6f0dcd00-5567-11e8-acb6-dca9047ef277,2011-08-10 22:17:59,2011-08,summer,,False,none,aaf1279a856c8f5e9c6596b334effec292078c7a3435405d10228b8ecf878a1f
train,bobcat,bobcat/bobcat_0066.jpg,58946128-23d2-11e8-a6a3-ec086b02610b,58946128-23d2-11e8-a6a3-ec086b02610b.jpg,108,6f14c894-5567-11e8-9277-dca9047ef277,2011-05-28 22:58:08,2011-05,spring,212;195;75;44,True,gt,ccf7342319ef1d3149b3a009ebd845923ce74bed8c95b4c401a15f80862e34c0
test,bobcat,bobcat/bobcat_0067.jpg,58e72325-23d2-11e8-a6a3-ec086b02610b,58e72325-23d2-11e8-a6a3-ec086b02610b.jpg,112,6f0f0935-5567-11e8-8a44-dca9047ef277,2012-01-08 06:59:10,2012-01,winter,,False,none,47a6e9700997997b26e86ca288763ebc3f05a0a08574f4687f37deb6c8fbc07b
train,bobcat,bobcat/bobcat_0068.jpg,58bb8b93-23d2-11e8-a6a3-ec086b02610b,58bb8b93-23d2-11e8-a6a3-ec086b02610b.jpg,114,6ff4b359-5567-11e8-93eb-dca9047ef277,2013-10-29 19:24:52,2013-10,autumn,210;144;73;61,True,yolo,530eebdab3d4b43880fd75723d7f1ca9c86e1f7be8c454df642497f013580186
train,bobcat,bobcat/bobcat_0069.jpg,58c66480-23d2-11e8-a6a3-ec086b02610b,58c66480-23d2-11e8-a6a3-ec086b02610b.jpg,115,6f115a91-5567-11e8-b169-dca9047ef277,2011-06-17 20:51:31,2011-06,summer,207;176;138;101,True,gt,1d1319f0b14be8843c2b02c772c901edc038ccd32f6b9b2a62faf73bfa88a5a9
train,bobcat,bobcat/bobcat_0070.jpg,59862646-23d2-11e8-a6a3-ec086b02610b,59862646-23d2-11e8-a6a3-ec086b02610b.jpg,12,701be126-5567-11e8-8f5a-dca9047ef277,2014-09-14 01:16:17,2014-09,autumn,0;187;191;93,True,gt,80270de66ed12f4c31edbbab8ad625589ffb25db2eb9b27cb0b6bc53d88258c2
train,bobcat,bobcat/bobcat_0071.jpg,58d47d3d-23d2-11e8-a6a3-ec086b02610b,58d47d3d-23d2-11e8-a6a3-ec086b02610b.jpg,125,6f15b20f-5567-11e8-9546-dca9047ef277,2011-05-21 22:52:37,2011-05,spring,86;130;40;32,True,gt,6bb3113d7772ca84bcae5e82757c42bd03076b2b71daa08095594a75cbf295af
test,bobcat,bobcat/bobcat_0072.jpg,58857b77-23d2-11e8-a6a3-ec086b02610b,58857b77-23d2-11e8-a6a3-ec086b02610b.jpg,128,701a9282-5567-11e8-9675-dca9047ef277,2013-11-01 19:42:41,2013-11,autumn,,False,none,c6058beaed642a04e5e829fc2a91495f88839ca2dc416854dd4fbc6514857979
train,bobcat,bobcat/bobcat_0073.jpg,591b22a7-23d2-11e8-a6a3-ec086b02610b,591b22a7-23d2-11e8-a6a3-ec086b02610b.jpg,130,6f0cefae-5567-11e8-ade3-dca9047ef277,2011-07-17 04:53:59,2011-07,summer,139;200;156;79,True,gt,47b06a0eb18e3898a49d554617415da1d04f4c7ce3dd5ae76b62a5a4bd27c8c9
train,bobcat,bobcat/bobcat_0074.jpg,58aa587f-23d2-11e8-a6a3-ec086b02610b,58aa587f-23d2-11e8-a6a3-ec086b02610b.jpg,138,701b5075-5567-11e8-a815-dca9047ef277,2013-11-30 22:27:30,2013-11,autumn,,False,none,897934fbce137e28655cb8f4db79c19a1a825fa56c6701df4dc74ec70e6fc71f
